company,reg_no,sic_div,ebitda_growth_raw,y_growth,margin_2022,y_margin_pp,log_turnover,firm_age,log_employees,rev_per_emp,rev_cagr_pre,ebitda_cagr_pre,margin_trend_pre
SMART METERING SYSTEMS LIMITED,SC367563,82,0.10907758605649284,0.10907758605649284,0.42294126328217235,-10.419420911889027,11.816874509885881,13.0,7.215975002651466,99.5738427626745,0.05846488250350568,0.04375941351159662,-0.018129430883962017
ETIHAD ACQUISITIONS LIMITED,07479199,64,-4.46340653869558,-1.3538505560127176,0.09391478727991563,-39.50074311703435,12.167763117121957,12.0,6.993932975223189,176.58990825688073,0.04454234937717372,-0.21992647884792815,-0.1315639153382946
BGEN LIMITED,10946823,64,0.8563646550407773,0.8563646550407773,0.0463660185554193,2.612482839540532,12.154628534507209,5.0,6.812345094177479,208.9893806380638,0.1430158946435769,0.5243603606102889,0.026818408222285036
NATIONAL EXHIBITION CENTRE LIMITED (THE),00979395,70,2.1642338390738476,2.1642338390738476,0.15100219331581577,9.83857422133933,11.430608506481011,52.0,6.182084906716632,190.28512396694214,-0.182581500057442,-0.37509114358723616,-0.18695882030628796
JSM GROUP SERVICES LIMITED,03591105,42,0.7210511725736752,0.7210511725736752,0.12652369579430314,1.0910883672284266,11.652815712157452,24.0,5.5254529391317835,458.2261195219123,0.1779097049479501,0.18945706600564338,0.0036492541062248113
PARTNERS GROUP (UK) LIMITED,05113447,66,0.5408728491188516,0.5408728491188516,0.37836557717414904,6.46120894104495,11.613387306693175,18.0,5.075173815233827,691.05090625,-0.003795826811192171,0.08778043171808037,0.0877405822317393
LEONARD F.JOLLYE (BROOKMANS PARK) LIMITED,01015506,47,-1.1815180821336464,-1.1815180821336464,0.06641614199088589,-7.357790458877492,11.357149281393962,51.0,6.610696044717759,115.17506056527591,0.07305197437702082,-0.019290307871584034,-0.020582909227401205
COTSWOLD OUTDOOR GROUP LTD,03382348,47,0.33606739082243403,0.33606739082243403,0.0842988488563313,2.9468218405985445,11.986273495466353,25.0,6.5337888379333435,233.3372093023256,-0.038702506920065494,0.2501140360810712,0.045968199277155015
ANTIN INFRASTRUCTURE PARTNERS UK LIMITED,08492573,66,0.5358969249928643,0.5358969249928643,0.2961300201516444,2.4087932391976983,11.570794349699288,9.0,4.110873864173311,1737.0099344262294,0.3322583415289413,0.36123668176148804,0.01851251342718213
HARBOURVEST PARTNERS (U.K.) LIMITED,02512083,82,0.4784140954813155,0.4784140954813155,0.05976247689801302,0.013147563737303525,11.539931253762987,32.0,4.624972813284271,1007.2291666666666,0.2855134008409226,-0.1431583713569301,-0.14205405540695143
KOHLBERG KRAVIS ROBERTS & CO. PARTNERS LLP,OC380163,,-0.3868515205724508,-0.3868515205724508,0.45361980022026005,-7.077857607510723,12.24060932880041,10.0,4.948759890378168,1468.2836879432625,0.2033704456654124,0.15084343517849752,-0.06499068427521149
VIRTUSA CONSULTING & SERVICES LIMITED,09108870,62,5.601052917860206,4.030904718277599,0.06316896091066501,5.046420058405133,10.924679720707303,8.0,5.739792912179234,178.5532379421222,-0.11415192086453108,-0.16908846214742312,-0.013376088524963164
VERSION 1 SOLUTIONS LIMITED,03438874,62,1.4533195778535433,1.4533195778535433,0.11203577320697804,3.661717216332812,11.287114158359113,25.0,6.448889394146858,126.24503797468354,0.5089141644270032,0.35936011266568024,-0.04119526871204025
MPM PRODUCTS LIMITED,04610825,46,0.14432647644326477,0.14432647644326477,0.17010309278350516,-1.3061491253613084,11.574133446011343,20.0,4.430816798843313,1265.6190476190477,0.15187536600542173,0.45031420657332855,0.08488292631091277
SYKES COTTAGES LTD,04469189,79,0.23223899175353976,0.23223899175353976,0.25770260950456303,3.3230259488214733,11.733650093047128,20.0,6.776506992372183,142.18700114025086,0.20810795862878306,0.19971284947679857,-0.005447842984124762
